"link-primary","link-primary href","SearchResultCard__status","SearchResultCard__favoriteLink href","SearchResultCard__footerItem","SearchResultCard__footerItem 2","CompanyLogo src","SearchResultCard__favoriteLink href 2","Tag 2"
"Software Developer for BMS (f/m/d)","https://www.jobs.cz/rpd/1573745213/?searchId=518369aa-ae83-4080-8176-d0c82a34cc50&rps=233","10. července","https://www.jobs.cz/prihlasit-se/?ref=https://www.jobs.cz/prace/praha/?locality%255Bcode%255D%3DR200000%26locality%255Blabel%255D%3DPraha%26locality%255Bcoords%255D%3D50.08455%252C14.41778%26locality%255Bradius%255D%3D0%26page%3D14%26q%255B0%255D%3Dpython%26q%255B1%255D%3Djunior%26addToFavorite%3D1573745213","Porsche Engineering Services, s.r.o.","Praha – Jinonice","https://my.teamio.com/recruit/logo?id=2a7eabf4-a317-4354-aaca-eb9cd6d0a39f&v=1636528606134&width=180","[object Object]","Možnost občasné práce z domova"
"Test Engineer for ADAS (f/m/d)","https://www.jobs.cz/rpd/1615355698/?searchId=518369aa-ae83-4080-8176-d0c82a34cc50&rps=233","10. července","https://www.jobs.cz/prihlasit-se/?ref=https://www.jobs.cz/prace/praha/?locality%255Bcode%255D%3DR200000%26locality%255Blabel%255D%3DPraha%26locality%255Bcoords%255D%3D50.08455%252C14.41778%26locality%255Bradius%255D%3D0%26page%3D14%26q%255B0%255D%3Dpython%26q%255B1%255D%3Djunior%26addToFavorite%3D1615355698","Porsche Engineering Services, s.r.o.","Praha – Jinonice","https://my.teamio.com/recruit/logo?id=2a7eabf4-a317-4354-aaca-eb9cd6d0a39f&v=1636528606134&width=180","[object Object]","Možnost občasné práce z domova"
"Simulation engineer ADAS and highly autom. driving (f/m/d)","https://www.jobs.cz/rpd/1615995764/?searchId=518369aa-ae83-4080-8176-d0c82a34cc50&rps=233","10. července","https://www.jobs.cz/prihlasit-se/?ref=https://www.jobs.cz/prace/praha/?locality%255Bcode%255D%3DR200000%26locality%255Blabel%255D%3DPraha%26locality%255Bcoords%255D%3D50.08455%252C14.41778%26locality%255Bradius%255D%3D0%26page%3D14%26q%255B0%255D%3Dpython%26q%255B1%255D%3Djunior%26addToFavorite%3D1615995764","Porsche Engineering Services, s.r.o.","Praha – Jinonice","https://my.teamio.com/recruit/logo?id=2a7eabf4-a317-4354-aaca-eb9cd6d0a39f&v=1636528606134&width=180","[object Object]","Možnost občasné práce z domova"
"Vývojář/ka uživatelského rozhraní systémových simulací (WPF)","https://www.jobs.cz/rpd/1623728633/?searchId=518369aa-ae83-4080-8176-d0c82a34cc50&rps=233","10. července","https://www.jobs.cz/prihlasit-se/?ref=https://www.jobs.cz/prace/praha/?locality%255Bcode%255D%3DR200000%26locality%255Blabel%255D%3DPraha%26locality%255Bcoords%255D%3D50.08455%252C14.41778%26locality%255Bradius%255D%3D0%26page%3D14%26q%255B0%255D%3Dpython%26q%255B1%255D%3Djunior%26addToFavorite%3D1623728633","Siemens Mobility, s.r.o.","Praha – Stodůlky","https://my.teamio.com/recruit/logo?id=32aecbaf-8fa8-4c73-a2d4-14e7f53a25af&v=1632407869982&width=180","[object Object]","Možnost občasné práce z domova"
"Datový analytik pro Letiště Václava Havla","https://www.jobs.cz/rpd/1623936314/?searchId=518369aa-ae83-4080-8176-d0c82a34cc50&rps=233","10. července","https://www.jobs.cz/prihlasit-se/?ref=https://www.jobs.cz/prace/praha/?locality%255Bcode%255D%3DR200000%26locality%255Blabel%255D%3DPraha%26locality%255Bcoords%255D%3D50.08455%252C14.41778%26locality%255Bradius%255D%3D0%26page%3D14%26q%255B0%255D%3Dpython%26q%255B1%255D%3Djunior%26addToFavorite%3D1623936314","Letiště Praha, a. s.","Praha – Ruzyně","https://my.teamio.com/recruit/logo?id=dd82c4a6-21d2-4eb4-9aa5-6986235587b9&v=1659618783077&width=180","[object Object]",""
"Pracujte s daty v Komerční bance!","https://www.jobs.cz/rpd/1608416278/?searchId=ae6a4863-f351-43cb-a93c-0770cbba30cd&rps=233","7. července","https://www.jobs.cz/prihlasit-se/?ref=https://www.jobs.cz/prace/praha/?locality%255Bcode%255D%3DR200000%26locality%255Blabel%255D%3DPraha%26locality%255Bcoords%255D%3D50.08455%252C14.41778%26locality%255Bradius%255D%3D0%26page%3D15%26q%255B0%255D%3Dpython%26q%255B1%255D%3Djunior%26addToFavorite%3D1608416278","Komerční banka, a.s.","Praha – Stodůlky","https://my.teamio.com/recruit/logo?id=deaf34d0-9393-4265-9823-dcee961fd65b&v=1580384178111&width=180","",""
"Algorithmic Trader (M/F)","https://www.jobs.cz/rpd/1623480111/?searchId=ae6a4863-f351-43cb-a93c-0770cbba30cd&rps=233","7. července","https://www.jobs.cz/prihlasit-se/?ref=https://www.jobs.cz/prace/praha/?locality%255Bcode%255D%3DR200000%26locality%255Blabel%255D%3DPraha%26locality%255Bcoords%255D%3D50.08455%252C14.41778%26locality%255Bradius%255D%3D0%26page%3D15%26q%255B0%255D%3Dpython%26q%255B1%255D%3Djunior%26addToFavorite%3D1623480111","ČEZ, a. s.","Praha – Michle","https://my.teamio.com/recruit/logo?id=240c73c2-100b-4540-a11f-28de1243cf5e&v=1643282390028&width=180","[object Object]",""
"Unix-Linux Operation Specialist in Prague","https://www.jobs.cz/rpd/1625652943/?searchId=ae6a4863-f351-43cb-a93c-0770cbba30cd&rps=233","7. července","https://www.jobs.cz/prihlasit-se/?ref=https://www.jobs.cz/prace/praha/?locality%255Bcode%255D%3DR200000%26locality%255Blabel%255D%3DPraha%26locality%255Bcoords%255D%3D50.08455%252C14.41778%26locality%255Bradius%255D%3D0%26page%3D15%26q%255B0%255D%3Dpython%26q%255B1%255D%3Djunior%26addToFavorite%3D1625652943","Aeven Czech Republic, s.r.o.","Praha – Stodůlky","https://my.teamio.com/recruit/logo?id=3e63033e-78f6-4f6f-a72d-841c9c4d4a49&v=1684931700304&width=180","[object Object]","Práce převážně z domova"
"Cloud infrastructure /automation /engineer with Google/Azure","https://www.jobs.cz/rpd/1623760712/?searchId=ae6a4863-f351-43cb-a93c-0770cbba30cd&rps=233","7. července","https://www.jobs.cz/prihlasit-se/?ref=https://www.jobs.cz/prace/praha/?locality%255Bcode%255D%3DR200000%26locality%255Blabel%255D%3DPraha%26locality%255Bcoords%255D%3D50.08455%252C14.41778%26locality%255Bradius%255D%3D0%26page%3D15%26q%255B0%255D%3Dpython%26q%255B1%255D%3Djunior%26addToFavorite%3D1623760712","COMMERZBANK Aktiengesellschaft, pobočka Praha","Praha – Nové Město","https://my.teamio.com/recruit/logo?id=6c1742a9-e4f5-432b-a9c2-6f7591dc4745&v=1632310647991&width=180","[object Object]","Možnost občasné práce z domova"
"Cloud infrastructure engineer Crypto Services","https://www.jobs.cz/rpd/1623766309/?searchId=ae6a4863-f351-43cb-a93c-0770cbba30cd&rps=233","7. července","https://www.jobs.cz/prihlasit-se/?ref=https://www.jobs.cz/prace/praha/?locality%255Bcode%255D%3DR200000%26locality%255Blabel%255D%3DPraha%26locality%255Bcoords%255D%3D50.08455%252C14.41778%26locality%255Bradius%255D%3D0%26page%3D15%26q%255B0%255D%3Dpython%26q%255B1%255D%3Djunior%26addToFavorite%3D1623766309","COMMERZBANK Aktiengesellschaft, pobočka Praha","Praha – Nové Město","https://my.teamio.com/recruit/logo?id=6c1742a9-e4f5-432b-a9c2-6f7591dc4745&v=1632310647991&width=180","[object Object]","Možnost občasné práce z domova"
"Middle/Senior C++ Developer","https://www.jobs.cz/rpd/1625611719/?searchId=ae6a4863-f351-43cb-a93c-0770cbba30cd&rps=233","6. července","https://www.jobs.cz/prihlasit-se/?ref=https://www.jobs.cz/prace/praha/?locality%255Bcode%255D%3DR200000%26locality%255Blabel%255D%3DPraha%26locality%255Bcoords%255D%3D50.08455%252C14.41778%26locality%255Bradius%255D%3D0%26page%3D15%26q%255B0%255D%3Dpython%26q%255B1%255D%3Djunior%26addToFavorite%3D1625611719","Veeam Software (Czech Republic) s.r.o.","Praha – Karlín","https://my.teamio.com/recruit/logo?id=027c22c2-9aa2-43eb-b94f-44b8c9f0c983&v=1568799437347&width=180","[object Object]",""
"Administrator IS – IT Monitoring (m/ž) O2 ITS","https://www.jobs.cz/rpd/1606238405/?searchId=ae6a4863-f351-43cb-a93c-0770cbba30cd&rps=233","4. července","https://www.jobs.cz/prihlasit-se/?ref=https://www.jobs.cz/prace/praha/?locality%255Bcode%255D%3DR200000%26locality%255Blabel%255D%3DPraha%26locality%255Bcoords%255D%3D50.08455%252C14.41778%26locality%255Bradius%255D%3D0%26page%3D15%26q%255B0%255D%3Dpython%26q%255B1%255D%3Djunior%26addToFavorite%3D1606238405","O2 Czech Republic a.s.","Praha – Michle","https://my.teamio.com/recruit/logo?id=059e800c-38b4-474b-bf64-c53263b5b26e&v=1568803557574&width=180","[object Object]","Možnost občasné práce z domova"
"TESCO LABS - SOFTWARE DEVELOPMENT ENGINEER","https://www.jobs.cz/rpd/1625568437/?searchId=ae6a4863-f351-43cb-a93c-0770cbba30cd&rps=233","4. července","https://www.jobs.cz/prihlasit-se/?ref=https://www.jobs.cz/prace/praha/?locality%255Bcode%255D%3DR200000%26locality%255Blabel%255D%3DPraha%26locality%255Bcoords%255D%3D50.08455%252C14.41778%26locality%255Bradius%255D%3D0%26page%3D15%26q%255B0%255D%3Dpython%26q%255B1%255D%3Djunior%26addToFavorite%3D1625568437","Tesco Stores ČR a.s. - Centrála","Praha – Vršovice","https://my.teamio.com/recruit/logo?id=dde0b20d-619a-4a58-8362-5bf9e3f84b6c&v=1583247369565&width=180","[object Object]","Možnost občasné práce z domova"
"Network Security Engineer","https://www.jobs.cz/rpd/1618355556/?searchId=ae6a4863-f351-43cb-a93c-0770cbba30cd&rps=233","4. července","https://www.jobs.cz/prihlasit-se/?ref=https://www.jobs.cz/prace/praha/?locality%255Bcode%255D%3DR200000%26locality%255Blabel%255D%3DPraha%26locality%255Bcoords%255D%3D50.08455%252C14.41778%26locality%255Bradius%255D%3D0%26page%3D15%26q%255B0%255D%3Dpython%26q%255B1%255D%3Djunior%26addToFavorite%3D1618355556","Siemens s.r.o.","Praha – Stodůlky","https://my.teamio.com/recruit/logo?id=959d8ae3-12a5-4bee-a326-76612307fc98&v=1624370099971&width=180","[object Object]","Práce převážně z domova"
"Konzultant/vývojář modelů – tým Řízení kreditního rizika","https://www.jobs.cz/rpd/1558445017/?searchId=ae6a4863-f351-43cb-a93c-0770cbba30cd&rps=233","4. července","https://www.jobs.cz/prihlasit-se/?ref=https://www.jobs.cz/prace/praha/?locality%255Bcode%255D%3DR200000%26locality%255Blabel%255D%3DPraha%26locality%255Bcoords%255D%3D50.08455%252C14.41778%26locality%255Bradius%255D%3D0%26page%3D15%26q%255B0%255D%3Dpython%26q%255B1%255D%3Djunior%26addToFavorite%3D1558445017","EY","Praha","https://my.teamio.com/recruit/logo?id=f873bb09-aaff-4a1c-a44d-b13e5f6b17e6&v=1588858987784&width=180","[object Object]",""
"Informatik - DevOps/programátor","https://www.jobs.cz/rpd/1615686477/?searchId=ae6a4863-f351-43cb-a93c-0770cbba30cd&rps=233","3. července","https://www.jobs.cz/prihlasit-se/?ref=https://www.jobs.cz/prace/praha/?locality%255Bcode%255D%3DR200000%26locality%255Blabel%255D%3DPraha%26locality%255Bcoords%255D%3D50.08455%252C14.41778%26locality%255Bradius%255D%3D0%26page%3D15%26q%255B0%255D%3Dpython%26q%255B1%255D%3Djunior%26addToFavorite%3D1615686477","Pražská energetika, a.s.","Praha – Strašnice","https://my.teamio.com/recruit/logo?id=3bc7f849-1dde-4e72-a80c-93fdd6b6d73f&v=1594890386262&width=180","[object Object]","Možnost občasné práce z domova"
"Data Scientist","https://www.jobs.cz/rpd/1622532344/?searchId=ae6a4863-f351-43cb-a93c-0770cbba30cd&rps=233","3. července","https://www.jobs.cz/prihlasit-se/?ref=https://www.jobs.cz/prace/praha/?locality%255Bcode%255D%3DR200000%26locality%255Blabel%255D%3DPraha%26locality%255Bcoords%255D%3D50.08455%252C14.41778%26locality%255Bradius%255D%3D0%26page%3D15%26q%255B0%255D%3Dpython%26q%255B1%255D%3Djunior%26addToFavorite%3D1622532344","Česká spořitelna, a.s.","Praha","https://my.teamio.com/recruit/logo?id=ba8dd34c-911a-4cf4-8ecb-7586685d2949&v=1674740762523&width=180","[object Object]",""
"IT analytik/architekt","https://www.jobs.cz/rpd/1623256782/?searchId=ae6a4863-f351-43cb-a93c-0770cbba30cd&rps=233","3. července","https://www.jobs.cz/prihlasit-se/?ref=https://www.jobs.cz/prace/praha/?locality%255Bcode%255D%3DR200000%26locality%255Blabel%255D%3DPraha%26locality%255Bcoords%255D%3D50.08455%252C14.41778%26locality%255Bradius%255D%3D0%26page%3D15%26q%255B0%255D%3Dpython%26q%255B1%255D%3Djunior%26addToFavorite%3D1623256782","OKsystem a.s.","Praha","https://my.teamio.com/recruit/logo?id=d28a5fed-5a4a-4411-b77e-75db909705c0&v=1568798509912&width=180","[object Object]","Odpovězte teď a budete mezi prvními"
"Principal Infrastructure Security Engineer","https://www.jobs.cz/rpd/1623324198/?searchId=ae6a4863-f351-43cb-a93c-0770cbba30cd&rps=233","3. července","https://www.jobs.cz/prihlasit-se/?ref=https://www.jobs.cz/prace/praha/?locality%255Bcode%255D%3DR200000%26locality%255Blabel%255D%3DPraha%26locality%255Bcoords%255D%3D50.08455%252C14.41778%26locality%255Bradius%255D%3D0%26page%3D15%26q%255B0%255D%3Dpython%26q%255B1%255D%3Djunior%26addToFavorite%3D1623324198","DHL Information Services (Europe) s.r.o.","Praha – Chodov","https://my.teamio.com/recruit/logo?id=effa02ee-5c15-4c17-b520-0d6ea479d66a&v=1598878742245&width=180","[object Object]","Možnost občasné práce z domova"
"Robotizace a automatizace  –⁠ Associate Consultant","https://www.jobs.cz/rpd/1623629524/?searchId=ae6a4863-f351-43cb-a93c-0770cbba30cd&rps=233","3. července","https://www.jobs.cz/prihlasit-se/?ref=https://www.jobs.cz/prace/praha/?locality%255Bcode%255D%3DR200000%26locality%255Blabel%255D%3DPraha%26locality%255Bcoords%255D%3D50.08455%252C14.41778%26locality%255Bradius%255D%3D0%26page%3D15%26q%255B0%255D%3Dpython%26q%255B1%255D%3Djunior%26addToFavorite%3D1623629524","KPMG Česká republika, s.r.o.","Praha – Karlín","https://my.teamio.com/recruit/logo?id=eb04d078-7bea-4923-915f-ff7c21feeae5&v=1599556922460&width=180","[object Object]","Možnost občasné práce z domova"
"IT Administrátor/specialista pro provoz aplikací","https://www.jobs.cz/rpd/1625461825/?searchId=ae6a4863-f351-43cb-a93c-0770cbba30cd&rps=233","3. července","https://www.jobs.cz/prihlasit-se/?ref=https://www.jobs.cz/prace/praha/?locality%255Bcode%255D%3DR200000%26locality%255Blabel%255D%3DPraha%26locality%255Bcoords%255D%3D50.08455%252C14.41778%26locality%255Bradius%255D%3D0%26page%3D15%26q%255B0%255D%3Dpython%26q%255B1%255D%3Djunior%26addToFavorite%3D1625461825","Generali Česká pojišťovna","Praha – Nusle","https://my.teamio.com/recruit/logo?id=7f5c6694-4b1b-4f11-a252-d9c23bb85d94&v=1582618057944&width=180","[object Object]","Práce převážně z domova"
"R&D Test Automation Engineer (Vision Systems)","https://www.jobs.cz/rpd/1625428320/?searchId=ae6a4863-f351-43cb-a93c-0770cbba30cd&rps=233","3. července","https://www.jobs.cz/prihlasit-se/?ref=https://www.jobs.cz/prace/praha/?locality%255Bcode%255D%3DR200000%26locality%255Blabel%255D%3DPraha%26locality%255Bcoords%255D%3D50.08455%252C14.41778%26locality%255Bradius%255D%3D0%26page%3D15%26q%255B0%255D%3Dpython%26q%255B1%255D%3Djunior%26addToFavorite%3D1625428320","VALEO PRAHA","Praha – Strašnice","https://my.teamio.com/recruit/logo?id=1faa58dd-82cd-497e-988c-18ef4cad6ce0&v=1581605251788&width=180","[object Object]","Možnost občasné práce z domova"
"Analytik transformace trhů s energiemi","https://www.jobs.cz/rpd/1611992944/?searchId=ae6a4863-f351-43cb-a93c-0770cbba30cd&rps=233","30. června","https://www.jobs.cz/prihlasit-se/?ref=https://www.jobs.cz/prace/praha/?locality%255Bcode%255D%3DR200000%26locality%255Blabel%255D%3DPraha%26locality%255Bcoords%255D%3D50.08455%252C14.41778%26locality%255Bradius%255D%3D0%26page%3D15%26q%255B0%255D%3Dpython%26q%255B1%255D%3Djunior%26addToFavorite%3D1611992944","ČEPS, a.s.","Praha – Michle","https://my.teamio.com/recruit/logo?id=51ad9394-c2f1-42f1-ba58-235779b81bce&v=1599649068057&width=180","[object Object]",""
"Banking – Konzultant/ka","https://www.jobs.cz/rpd/1594034739/?searchId=ae6a4863-f351-43cb-a93c-0770cbba30cd&rps=233","30. června","https://www.jobs.cz/prihlasit-se/?ref=https://www.jobs.cz/prace/praha/?locality%255Bcode%255D%3DR200000%26locality%255Blabel%255D%3DPraha%26locality%255Bcoords%255D%3D50.08455%252C14.41778%26locality%255Bradius%255D%3D0%26page%3D15%26q%255B0%255D%3Dpython%26q%255B1%255D%3Djunior%26addToFavorite%3D1594034739","KPMG Česká republika, s.r.o.","Praha – Karlín","https://my.teamio.com/recruit/logo?id=eb04d078-7bea-4923-915f-ff7c21feeae5&v=1599556922460&width=180","[object Object]","Možnost občasné práce z domova"
"Penetrační Tester/ka","https://www.jobs.cz/rpd/1625322742/?searchId=ae6a4863-f351-43cb-a93c-0770cbba30cd&rps=233","30. června","https://www.jobs.cz/prihlasit-se/?ref=https://www.jobs.cz/prace/praha/?locality%255Bcode%255D%3DR200000%26locality%255Blabel%255D%3DPraha%26locality%255Bcoords%255D%3D50.08455%252C14.41778%26locality%255Bradius%255D%3D0%26page%3D15%26q%255B0%255D%3Dpython%26q%255B1%255D%3Djunior%26addToFavorite%3D1625322742","Generali Česká pojišťovna","Praha – Nusle","https://my.teamio.com/recruit/logo?id=7f5c6694-4b1b-4f11-a252-d9c23bb85d94&v=1582618057944&width=180","[object Object]","Práce převážně z domova"
"SENIOR IT SECURITY SPECIALIST (nová banka)","https://www.jobs.cz/rpd/1625274965/?searchId=ae6a4863-f351-43cb-a93c-0770cbba30cd&rps=233","29. června","https://www.jobs.cz/prihlasit-se/?ref=https://www.jobs.cz/prace/praha/?locality%255Bcode%255D%3DR200000%26locality%255Blabel%255D%3DPraha%26locality%255Bcoords%255D%3D50.08455%252C14.41778%26locality%255Bradius%255D%3D0%26page%3D15%26q%255B0%255D%3Dpython%26q%255B1%255D%3Djunior%26addToFavorite%3D1625274965","LD Human Resources s.r.o.","Praha","https://my.teamio.com/recruit/logo?id=091fd9e6-8b75-44bb-99ff-f4b0553b63ec&v=1606923584904&width=180","[object Object]","Možnost občasné práce z domova"
"BUSINESS DATA ANALYST","https://www.jobs.cz/rpd/1625256338/?searchId=ae6a4863-f351-43cb-a93c-0770cbba30cd&rps=233","29. června","https://www.jobs.cz/prihlasit-se/?ref=https://www.jobs.cz/prace/praha/?locality%255Bcode%255D%3DR200000%26locality%255Blabel%255D%3DPraha%26locality%255Bcoords%255D%3D50.08455%252C14.41778%26locality%255Bradius%255D%3D0%26page%3D15%26q%255B0%255D%3Dpython%26q%255B1%255D%3Djunior%26addToFavorite%3D1625256338","BENU Česká republika s.r.o.","Praha – Hostivař","https://my.teamio.com/recruit/logo?id=e666f9d7-99ad-4711-8a28-21993447fc09&v=1594371697948&width=180","[object Object]",""
"AI Engineer for AI Centre (m/f)","https://www.jobs.cz/rpd/1577544736/?searchId=ae6a4863-f351-43cb-a93c-0770cbba30cd&rps=233","29. června","https://www.jobs.cz/prihlasit-se/?ref=https://www.jobs.cz/prace/praha/?locality%255Bcode%255D%3DR200000%26locality%255Blabel%255D%3DPraha%26locality%255Bcoords%255D%3D50.08455%252C14.41778%26locality%255Bradius%255D%3D0%26page%3D15%26q%255B0%255D%3Dpython%26q%255B1%255D%3Djunior%26addToFavorite%3D1577544736","O2 Czech Republic a.s.","Praha – Michle","https://my.teamio.com/recruit/logo?id=059e800c-38b4-474b-bf64-c53263b5b26e&v=1568803557574&width=180","[object Object]",""
"DATOVÝ ANALYTIK - Virtuální asistentka Kate","https://www.jobs.cz/rpd/1623347405/?searchId=ae6a4863-f351-43cb-a93c-0770cbba30cd&rps=233","28. června","https://www.jobs.cz/prihlasit-se/?ref=https://www.jobs.cz/prace/praha/?locality%255Bcode%255D%3DR200000%26locality%255Blabel%255D%3DPraha%26locality%255Bcoords%255D%3D50.08455%252C14.41778%26locality%255Bradius%255D%3D0%26page%3D15%26q%255B0%255D%3Dpython%26q%255B1%255D%3Djunior%26addToFavorite%3D1623347405","ČSOB Pojišťovna, a. s., člen holdingu ČSOB","Praha – Radlice + 1 další lokalita","https://my.teamio.com/recruit/logo?id=1efeb9f2-114a-4a19-9558-5a584d27639f&v=1617716806103&width=180","[object Object]","Možnost občasné práce z domova"
"Data Analyst (Agile Analytics tým) (JPO24507)","https://www.jobs.cz/rpd/1625139999/?searchId=ae6a4863-f351-43cb-a93c-0770cbba30cd&rps=233","28. června","https://www.jobs.cz/prihlasit-se/?ref=https://www.jobs.cz/prace/praha/?locality%255Bcode%255D%3DR200000%26locality%255Blabel%255D%3DPraha%26locality%255Bcoords%255D%3D50.08455%252C14.41778%26locality%255Bradius%255D%3D0%26page%3D15%26q%255B0%255D%3Dpython%26q%255B1%255D%3Djunior%26addToFavorite%3D1625139999","Alza.cz a.s.","Praha – Holešovice","https://my.teamio.com/recruit/logo?id=c13ebba3-cfef-4fdd-ac47-1be9340ff0ee&v=1568803630397&width=180","[object Object]","Možnost občasné práce z domova"
"Data Mesh Engineer (m/ž)","https://www.jobs.cz/rpd/1618041657/?searchId=ae6a4863-f351-43cb-a93c-0770cbba30cd&rps=233","28. června","https://www.jobs.cz/prihlasit-se/?ref=https://www.jobs.cz/prace/praha/?locality%255Bcode%255D%3DR200000%26locality%255Blabel%255D%3DPraha%26locality%255Bcoords%255D%3D50.08455%252C14.41778%26locality%255Bradius%255D%3D0%26page%3D15%26q%255B0%255D%3Dpython%26q%255B1%255D%3Djunior%26addToFavorite%3D1618041657","T-Mobile Czech Republic a.s.","Praha – Chodov","https://my.teamio.com/recruit/logo?id=89ed7c78-170b-45ca-9544-16d4184ca8bd&v=1651829982929&width=180","[object Object]",""
"Analytik strategie - senior","https://www.jobs.cz/rpd/1624999746/?searchId=ae6a4863-f351-43cb-a93c-0770cbba30cd&rps=233","27. června","https://www.jobs.cz/prihlasit-se/?ref=https://www.jobs.cz/prace/praha/?locality%255Bcode%255D%3DR200000%26locality%255Blabel%255D%3DPraha%26locality%255Bcoords%255D%3D50.08455%252C14.41778%26locality%255Bradius%255D%3D0%26page%3D15%26q%255B0%255D%3Dpython%26q%255B1%255D%3Djunior%26addToFavorite%3D1624999746","ČEPS, a.s.","Praha – Michle","https://my.teamio.com/recruit/logo?id=51ad9394-c2f1-42f1-ba58-235779b81bce&v=1599649068057&width=180","[object Object]",""
"Software Engineer for Databases in Counterparty Risk","https://www.jobs.cz/rpd/1558611062/?searchId=ae6a4863-f351-43cb-a93c-0770cbba30cd&rps=233","27. června","https://www.jobs.cz/prihlasit-se/?ref=https://www.jobs.cz/prace/praha/?locality%255Bcode%255D%3DR200000%26locality%255Blabel%255D%3DPraha%26locality%255Bcoords%255D%3D50.08455%252C14.41778%26locality%255Bradius%255D%3D0%26page%3D15%26q%255B0%255D%3Dpython%26q%255B1%255D%3Djunior%26addToFavorite%3D1558611062","COMMERZBANK Aktiengesellschaft, pobočka Praha","Praha – Nové Město","https://my.teamio.com/recruit/logo?id=6c1742a9-e4f5-432b-a9c2-6f7591dc4745&v=1632310647991&width=180","[object Object]","Možnost občasné práce z domova"
"Java Developer – Counterparty Risk Management","https://www.jobs.cz/rpd/1558849386/?searchId=ae6a4863-f351-43cb-a93c-0770cbba30cd&rps=233","27. června","https://www.jobs.cz/prihlasit-se/?ref=https://www.jobs.cz/prace/praha/?locality%255Bcode%255D%3DR200000%26locality%255Blabel%255D%3DPraha%26locality%255Bcoords%255D%3D50.08455%252C14.41778%26locality%255Bradius%255D%3D0%26page%3D15%26q%255B0%255D%3Dpython%26q%255B1%255D%3Djunior%26addToFavorite%3D1558849386","COMMERZBANK Aktiengesellschaft, pobočka Praha","Praha – Nové Město","https://my.teamio.com/recruit/logo?id=6c1742a9-e4f5-432b-a9c2-6f7591dc4745&v=1632310647991&width=180","[object Object]","Možnost občasné práce z domova"
"Consultant - Financial Risk Modelling team","https://www.jobs.cz/rpd/1610476661/?searchId=ae6a4863-f351-43cb-a93c-0770cbba30cd&rps=233","Končí za 3 dny","https://www.jobs.cz/prihlasit-se/?ref=https://www.jobs.cz/prace/praha/?locality%255Bcode%255D%3DR200000%26locality%255Blabel%255D%3DPraha%26locality%255Bcoords%255D%3D50.08455%252C14.41778%26locality%255Bradius%255D%3D0%26page%3D15%26q%255B0%255D%3Dpython%26q%255B1%255D%3Djunior%26addToFavorite%3D1610476661","PricewaterhouseCoopers Česká republika, s.r.o.","Praha – Nusle + 1 další lokalita","https://my.teamio.com/recruit/logo?id=6263c4ce-5c69-42d6-bc34-c7e32f639c93&v=1609841967022&width=180","[object Object]",""
"Application Support Analyst","https://www.jobs.cz/rpd/1610364902/?searchId=ae6a4863-f351-43cb-a93c-0770cbba30cd&rps=233","Končí za 3 dny","https://www.jobs.cz/prihlasit-se/?ref=https://www.jobs.cz/prace/praha/?locality%255Bcode%255D%3DR200000%26locality%255Blabel%255D%3DPraha%26locality%255Bcoords%255D%3D50.08455%252C14.41778%26locality%255Bradius%255D%3D0%26page%3D15%26q%255B0%255D%3Dpython%26q%255B1%255D%3Djunior%26addToFavorite%3D1610364902","BNP Paribas Cardif","Praha – Libeň","","[object Object]","Možnost občasné práce z domova"
"DevOps Architect / Školitel(ka)","https://www.jobs.cz/rpd/1620192498/?searchId=ae6a4863-f351-43cb-a93c-0770cbba30cd&rps=233","Končí za 3 dny","https://www.jobs.cz/prihlasit-se/?ref=https://www.jobs.cz/prace/praha/?locality%255Bcode%255D%3DR200000%26locality%255Blabel%255D%3DPraha%26locality%255Bcoords%255D%3D50.08455%252C14.41778%26locality%255Bradius%255D%3D0%26page%3D15%26q%255B0%255D%3Dpython%26q%255B1%255D%3Djunior%26addToFavorite%3D1620192498","Komerční banka, a.s.","Praha – Stodůlky","https://my.teamio.com/recruit/logo?id=deaf34d0-9393-4265-9823-dcee961fd65b&v=1580384178111&width=180","[object Object]","Práce převážně z domova"
"Senior Software Engineer - C++ development","https://www.jobs.cz/rpd/1600813966/?searchId=ae6a4863-f351-43cb-a93c-0770cbba30cd&rps=233","Končí zítra","https://www.jobs.cz/prihlasit-se/?ref=https://www.jobs.cz/prace/praha/?locality%255Bcode%255D%3DR200000%26locality%255Blabel%255D%3DPraha%26locality%255Bcoords%255D%3D50.08455%252C14.41778%26locality%255Bradius%255D%3D0%26page%3D15%26q%255B0%255D%3Dpython%26q%255B1%255D%3Djunior%26addToFavorite%3D1600813966","GIT Consult Czech s.r.o.","Praha","https://my.teamio.com/recruit/logo?id=8d5157ab-78ac-4cff-872f-ab458147e755&v=1687423998436&width=180","[object Object]","Možnost občasné práce z domova"
