"link-primary","link-primary href","Tag","SearchResultCard__footerItem"
"Cloud infrastructure engineer with Azure/Google Brno/Praha","https://www.jobs.cz/rpd/1625553300/?searchId=750b36ee-cfb4-45df-b627-05656241704f&rps=233","","Experis"
"BI, Datová analytika, Automatizace – Associate Consultant","https://www.jobs.cz/rpd/1581343314/?searchId=750b36ee-cfb4-45df-b627-05656241704f&rps=233","Možnost občasné práce z domova","KPMG Česká republika, s.r.o."
"Data analytik/čka se znalostmi NLP","https://www.jobs.cz/rpd/1617524317/?searchId=750b36ee-cfb4-45df-b627-05656241704f&rps=233","","Česká spořitelna, a.s."
"Data engineer (svět BI)","https://www.jobs.cz/rpd/1620658381/?searchId=750b36ee-cfb4-45df-b627-05656241704f&rps=233","Možnost občasné práce z domova","SAZKA a.s."
"Software Team Leader for Laser Sensor Development","https://www.jobs.cz/rpd/1621698993/?searchId=750b36ee-cfb4-45df-b627-05656241704f&rps=233","Možnost občasné práce z domova","VALEO PRAHA"
"MEDIOR SOFTWARE DEVELOPMENT ENGINEER/HADOOP SQL","https://www.jobs.cz/rpd/1607245741/?searchId=750b36ee-cfb4-45df-b627-05656241704f&rps=233","Možnost občasné práce z domova","Tesco Stores ČR a.s. - Centrála"
"Social Media Performance Specialist -  agentura Effectix","https://www.jobs.cz/rpd/2000050919/?searchId=750b36ee-cfb4-45df-b627-05656241704f&rps=233","Možnost občasné práce z domova","Effectix.com, s.r.o."
"Specialista vymáhání pohledávek","https://www.jobs.cz/rpd/1623102358/?searchId=750b36ee-cfb4-45df-b627-05656241704f&rps=233","Možnost občasné práce z domova","LeaderFin s.r.o."
"Senior Salesforce Developer / Salesforce Team Lead","https://www.jobs.cz/rpd/1572060693/?searchId=750b36ee-cfb4-45df-b627-05656241704f&rps=233","Odpovězte teď a budete mezi prvními","PricewaterhouseCoopers Česká republika, s.r.o."
"Network Security Engineer (remote possible)","https://www.jobs.cz/rpd/1625272980/?searchId=750b36ee-cfb4-45df-b627-05656241704f&rps=233","","DHL Information Services (Europe) s.r.o."
"SAP CONTROLS Senior Consultant","https://www.jobs.cz/rpd/1610884961/?searchId=750b36ee-cfb4-45df-b627-05656241704f&rps=233","Práce převážně z domova","PricewaterhouseCoopers Česká republika, s.r.o."
"LIDAR Algorithms Technical Project Manager","https://www.jobs.cz/rpd/1620854138/?searchId=750b36ee-cfb4-45df-b627-05656241704f&rps=233","Možnost občasné práce z domova","VALEO PRAHA"
"SOFTWARE QA ENGINEER","https://www.jobs.cz/rpd/1617033466/?searchId=750b36ee-cfb4-45df-b627-05656241704f&rps=233","","Rockwell Automation s.r.o."
"Test engineer - PLC programming","https://www.jobs.cz/rpd/1626278532/?searchId=750b36ee-cfb4-45df-b627-05656241704f&rps=233","","EATON"
"DevOPS/Jira mág","https://www.jobs.cz/rpd/1625792423/?searchId=750b36ee-cfb4-45df-b627-05656241704f&rps=233","Odpovězte teď a budete mezi prvními","Melown Technologies SE"
"Consultant - Financial Risk Modelling team","https://www.jobs.cz/rpd/1622346640/?searchId=750b36ee-cfb4-45df-b627-05656241704f&rps=233","","PricewaterhouseCoopers Česká republika, s.r.o."
"Three.js Developer | SPA | 3D modelování (Praha/Brno)","https://www.jobs.cz/rpd/1625451751/?searchId=750b36ee-cfb4-45df-b627-05656241704f&rps=233","Možnost občasné práce z domova","Dlubal Software s.r.o."
"SENIOR SOFTWARE DEVELOPMENT ENGINEER/HADOOP PYSPARK","https://www.jobs.cz/rpd/1593626696/?searchId=750b36ee-cfb4-45df-b627-05656241704f&rps=233","Možnost občasné práce z domova","Tesco Stores ČR a.s. - Centrála"
"AUTOMATION DEVOPS SYSTEM ENGINEER","https://www.jobs.cz/rpd/1583539063/?searchId=750b36ee-cfb4-45df-b627-05656241704f&rps=233","Možnost občasné práce z domova","Tesco Stores ČR a.s. - Centrála"
"Test Manager (f/m/d)","https://www.jobs.cz/rpd/2000051002/?searchId=750b36ee-cfb4-45df-b627-05656241704f&rps=233","Práce převážně z domova","Deutsche Börse Group"
"Network Security Engineer (f/m/d)","https://www.jobs.cz/rpd/2000050323/?searchId=750b36ee-cfb4-45df-b627-05656241704f&rps=233","Práce převážně z domova","Deutsche Börse Group"
"E-commerce IT Specialist","https://www.jobs.cz/rpd/1626701743/?searchId=750b36ee-cfb4-45df-b627-05656241704f&rps=233","Možnost občasné práce z domova","SPORTISIMO s.r.o."
"Senior IT Infrastrukturní konzultant L2, L3","https://www.jobs.cz/rpd/1622463361/?searchId=750b36ee-cfb4-45df-b627-05656241704f&rps=233","Možnost občasné práce z domova","Servodata a.s."
"Functional Analyst in ESG team","https://www.jobs.cz/rpd/1624384220/?searchId=750b36ee-cfb4-45df-b627-05656241704f&rps=233","","KBC Global Services NV"
"Valuation Analyst","https://www.jobs.cz/rpd/1612366664/?searchId=750b36ee-cfb4-45df-b627-05656241704f&rps=233","Možnost občasné práce z domova","APS Investments s.r.o."
"Data engineer - Technology consulting","https://www.jobs.cz/rpd/1625131902/?searchId=750b36ee-cfb4-45df-b627-05656241704f&rps=233","Práce převážně z domova","PricewaterhouseCoopers Česká republika, s.r.o."
"SW Test Engineer","https://www.jobs.cz/rpd/1615331100/?searchId=750b36ee-cfb4-45df-b627-05656241704f&rps=233","Práce převážně z domova","in-tech Engineering s.r.o."
"Proxmox administrátor","https://www.jobs.cz/rpd/1621899562/?searchId=750b36ee-cfb4-45df-b627-05656241704f&rps=233","Možnost občasné práce z domova","Daktela s.r.o."
"Local Operations Risk Manager","https://www.jobs.cz/rpd/1617259236/?searchId=750b36ee-cfb4-45df-b627-05656241704f&rps=233","Práce převážně z domova","KBC Global Services NV"
"Functional analyst in International Banking Project","https://www.jobs.cz/rpd/1621228226/?searchId=411d8a24-f588-4f8a-8ac5-e4aecdaf22ab&rps=233","Práce převážně z domova","KBC Global Services NV"
"IT System Specialist (ALM&Treasury)","https://www.jobs.cz/rpd/1623963530/?searchId=411d8a24-f588-4f8a-8ac5-e4aecdaf22ab&rps=233","Práce převážně z domova","KBC Global Services NV"
"Customer onboarding specialist","https://www.jobs.cz/rpd/1626118858/?searchId=411d8a24-f588-4f8a-8ac5-e4aecdaf22ab&rps=233","","Thales DIS Czech Republic s.r.o."
"Senior Infrastructure Engineer - VMware","https://www.jobs.cz/rpd/1626626715/?searchId=411d8a24-f588-4f8a-8ac5-e4aecdaf22ab&rps=233","","DHL Information Services (Europe) s.r.o."
"Senior Cisco Security Support Engineer","https://www.jobs.cz/rpd/1625325691/?searchId=411d8a24-f588-4f8a-8ac5-e4aecdaf22ab&rps=233","Možnost občasné práce z domova","ANECT a.s."
"Softwarový Designer pro Termovizní Systémy","https://www.jobs.cz/rpd/1619542673/?searchId=411d8a24-f588-4f8a-8ac5-e4aecdaf22ab&rps=233","Možnost občasné práce z domova","Workswell s.r.o."
"IT konzultant pro správu elektronických dokumentů v ERP SAP","https://www.jobs.cz/rpd/1621133710/?searchId=411d8a24-f588-4f8a-8ac5-e4aecdaf22ab&rps=233","","IXTENT s.r.o."
"Infrastructure Engineer","https://www.jobs.cz/rpd/1622320295/?searchId=411d8a24-f588-4f8a-8ac5-e4aecdaf22ab&rps=233","Možnost občasné práce z domova","Seznam.cz, a.s."
"Tribe Lead","https://www.jobs.cz/rpd/1626130989/?searchId=411d8a24-f588-4f8a-8ac5-e4aecdaf22ab&rps=233","Možnost občasné práce z domova","Konplan s.r.o."
"DevOps Engineer (m/f/d)","https://www.jobs.cz/rpd/1624344484/?searchId=411d8a24-f588-4f8a-8ac5-e4aecdaf22ab&rps=233","Práce převážně z domova","Viessmann"
"Network Security Engineer","https://www.jobs.cz/rpd/1626530221/?searchId=411d8a24-f588-4f8a-8ac5-e4aecdaf22ab&rps=233","Možnost občasné práce z domova","Alpiq Services CZ s.r.o."
"Infrastructure Security Engineer","https://www.jobs.cz/rpd/1626530227/?searchId=411d8a24-f588-4f8a-8ac5-e4aecdaf22ab&rps=233","Možnost občasné práce z domova","Alpiq Services CZ s.r.o."
"Testování technologie FTTH (optika) -  pro studenty VŠ","https://www.jobs.cz/rpd/1626087759/?searchId=411d8a24-f588-4f8a-8ac5-e4aecdaf22ab&rps=233","Možnost občasné práce z domova","CETIN a.s."
"Senior Cloud Infrastructure Engineer","https://www.jobs.cz/rpd/1625262149/?searchId=411d8a24-f588-4f8a-8ac5-e4aecdaf22ab&rps=233","Možnost občasné práce z domova","Alpiq Services CZ s.r.o."
"DevOps Engineer","https://www.jobs.cz/rpd/1619813118/?searchId=411d8a24-f588-4f8a-8ac5-e4aecdaf22ab&rps=233","Možnost občasné práce z domova","MallGroup"
"Infrastructure Automation Engineer/Developer (CICD)","https://www.jobs.cz/rpd/1610156284/?searchId=411d8a24-f588-4f8a-8ac5-e4aecdaf22ab&rps=233","Možnost občasné práce z domova","COMMERZBANK Aktiengesellschaft, pobočka Praha"
"Databázový administrátor (m/ž) - O2 IT Services","https://www.jobs.cz/rpd/1626546484/?searchId=411d8a24-f588-4f8a-8ac5-e4aecdaf22ab&rps=233","Možnost občasné práce z domova","O2 Czech Republic a.s."
"DevOps Engineer (m/ž) - O2 IT Services","https://www.jobs.cz/rpd/1626545967/?searchId=411d8a24-f588-4f8a-8ac5-e4aecdaf22ab&rps=233","","O2 Czech Republic a.s."
"DevOps Engineer, IČO, Bankovní sektor","https://www.jobs.cz/rpd/1626506651/?searchId=411d8a24-f588-4f8a-8ac5-e4aecdaf22ab&rps=233","Práce převážně z domova","teamIT s.r.o."
"DevOps Engineer - possibility of sign on bonus","https://www.jobs.cz/rpd/1601692403/?searchId=411d8a24-f588-4f8a-8ac5-e4aecdaf22ab&rps=233","Práce převážně z domova","Vodafone Czech Republic a.s."
"Lead Data Analyst –  prodejní síť (JPO24277)","https://www.jobs.cz/rpd/1626477389/?searchId=411d8a24-f588-4f8a-8ac5-e4aecdaf22ab&rps=233","Možnost občasné práce z domova","Alza.cz a.s."
"Analyst/(Sr.) Consultant for Data Analytics & Data Science","https://www.jobs.cz/rpd/2000049928/?searchId=411d8a24-f588-4f8a-8ac5-e4aecdaf22ab&rps=233","Práce převážně z domova","BearingPoint s.r.o."
"MANUÁLNÍ TESTER/KA | Automotive","https://www.jobs.cz/rpd/1621676567/?searchId=411d8a24-f588-4f8a-8ac5-e4aecdaf22ab&rps=233","Možnost občasné práce z domova","CertiCon a.s."
".NET DEVELOPER | Zdravotnictví","https://www.jobs.cz/rpd/1626460637/?searchId=411d8a24-f588-4f8a-8ac5-e4aecdaf22ab&rps=233","Možnost občasné práce z domova","CertiCon a.s."
"LiDAR System Engineer","https://www.jobs.cz/rpd/1624123602/?searchId=411d8a24-f588-4f8a-8ac5-e4aecdaf22ab&rps=233","","VALEO PRAHA"
"LiDAR System Inženýr","https://www.jobs.cz/rpd/1624128950/?searchId=411d8a24-f588-4f8a-8ac5-e4aecdaf22ab&rps=233","","VALEO PRAHA"
"Datový/á analytik/čka","https://www.jobs.cz/rpd/1594508730/?searchId=411d8a24-f588-4f8a-8ac5-e4aecdaf22ab&rps=233","Možnost občasné práce z domova","Processand s.r.o."
"Analytik kybernetické bezpečnosti senior (M/Ž)","https://www.jobs.cz/rpd/1625945130/?searchId=411d8a24-f588-4f8a-8ac5-e4aecdaf22ab&rps=233","Možnost občasné práce z domova","Státní pokladna Centrum sdílených služeb, s. p."
"SYSTÉMOVÝ/TECHNICKÝ KONZULTANT - pro ABSOLVENTY v oboru IT","https://www.jobs.cz/rpd/1580106541/?searchId=411d8a24-f588-4f8a-8ac5-e4aecdaf22ab&rps=233","Možnost občasné práce z domova","Seyfor, a. s."
"SYSTÉMOVÝ/TECHNICKÝ KONZULTANT pro HRIS VEMA – medior/senior","https://www.jobs.cz/rpd/1624379051/?searchId=411d8a24-f588-4f8a-8ac5-e4aecdaf22ab&rps=233","Odpovězte teď a budete mezi prvními","Seyfor, a. s."
"DevOps Engineer - můžeš si vybrat! (90 000 - 130 000 Kč)","https://www.jobs.cz/rpd/1612748137/?searchId=411d8a24-f588-4f8a-8ac5-e4aecdaf22ab&rps=233","Práce převážně z domova","Jobs Contact Personal, s.r.o."
"⋙EMBEDDED SECURITY ENGINEER⋘","https://www.jobs.cz/rpd/1626386961/?searchId=411d8a24-f588-4f8a-8ac5-e4aecdaf22ab&rps=233","Práce převážně z domova","mBlue Czech, s.r.o."
"IoT Assets Integration tester","https://www.jobs.cz/rpd/1626367063/?searchId=411d8a24-f588-4f8a-8ac5-e4aecdaf22ab&rps=233","Možnost občasné práce z domova","Siemens s.r.o."
"Application Support Specialist","https://www.jobs.cz/rpd/1602749499/?searchId=411d8a24-f588-4f8a-8ac5-e4aecdaf22ab&rps=233","Možnost občasné práce z domova","Analytics Data Factory s.r.o."
"Vývojář webových a databázových aplikací (i pro absolventy)","https://www.jobs.cz/rpd/2000043811/?searchId=411d8a24-f588-4f8a-8ac5-e4aecdaf22ab&rps=233","Možnost občasné práce z domova","24U s.r.o."
"Software engineer C++","https://www.jobs.cz/rpd/1603319101/?searchId=411d8a24-f588-4f8a-8ac5-e4aecdaf22ab&rps=233","","Rockwell Automation s.r.o."
"Expert/ka na prediktivní modely","https://www.jobs.cz/rpd/1610669842/?searchId=411d8a24-f588-4f8a-8ac5-e4aecdaf22ab&rps=233","","Česká spořitelna, a.s."
"IOT developer","https://www.jobs.cz/rpd/1626338365/?searchId=f38d0bf6-f865-4727-b238-c43956cd74b5&rps=233","Možnost občasné práce z domova","Siemens s.r.o."
"C++ Developer","https://www.jobs.cz/rpd/1625830009/?searchId=f38d0bf6-f865-4727-b238-c43956cd74b5&rps=233","Možnost občasné práce z domova","Chaos Czech a.s."
"DevOps Engineer","https://www.jobs.cz/rpd/1625007806/?searchId=f38d0bf6-f865-4727-b238-c43956cd74b5&rps=233","Práce převážně z domova","SII s.r.o."
"Network Engineer (f/m/d)","https://www.jobs.cz/rpd/2000046656/?searchId=f38d0bf6-f865-4727-b238-c43956cd74b5&rps=233","Práce převážně z domova","Deutsche Börse Group"
"Test Engineer for Siemens (možnost zkráceného úvazku)","https://www.jobs.cz/rpd/1601295063/?searchId=f38d0bf6-f865-4727-b238-c43956cd74b5&rps=233","Možnost občasné práce z domova","Siemens s.r.o."
"Sr. Cloud & Automation Administrator","https://www.jobs.cz/rpd/1617519481/?searchId=f38d0bf6-f865-4727-b238-c43956cd74b5&rps=233","Práce převážně z domova","Vodafone Czech Republic a.s."
"DevOps Engineer","https://www.jobs.cz/rpd/1619758187/?searchId=f38d0bf6-f865-4727-b238-c43956cd74b5&rps=233","Možnost občasné práce z domova","W.A.G. payment solutions, a.s."
"Specialista predikcí","https://www.jobs.cz/rpd/1622185642/?searchId=f38d0bf6-f865-4727-b238-c43956cd74b5&rps=233","Možnost občasné práce z domova","ČEZ, a. s."
"Aplikační podpora - staň se IT specialistou/kou!","https://www.jobs.cz/rpd/1624099946/?searchId=f38d0bf6-f865-4727-b238-c43956cd74b5&rps=233","Možnost občasné práce z domova","Česká spořitelna, a.s."
"System Validation Manager","https://www.jobs.cz/rpd/1626124809/?searchId=f38d0bf6-f865-4727-b238-c43956cd74b5&rps=233","","Akkodis CZ s.r.o."
"SENIOR ORACLE SYSTEM ENGINEER","https://www.jobs.cz/rpd/1606027847/?searchId=f38d0bf6-f865-4727-b238-c43956cd74b5&rps=233","Práce převážně z domova","Tesco Stores ČR a.s. - Centrála"
"DevOps Engineer (Big Data platform)","https://www.jobs.cz/rpd/1617183525/?searchId=f38d0bf6-f865-4727-b238-c43956cd74b5&rps=233","","embedIT"
"EMBEDDED DEVELOPER (40-70.000 Kč)","https://www.jobs.cz/rpd/1625900642/?searchId=f38d0bf6-f865-4727-b238-c43956cd74b5&rps=233","","Advantage Consulting, s.r.o."
"Group DevOps Engineer","https://www.jobs.cz/rpd/1623800314/?searchId=f38d0bf6-f865-4727-b238-c43956cd74b5&rps=233","Práce převážně z domova","FORTUNA GAME a.s."
"Specialista L2 podpory datových center (M/Ž)","https://www.jobs.cz/rpd/1626056753/?searchId=f38d0bf6-f865-4727-b238-c43956cd74b5&rps=233","Možnost občasné práce z domova","ČEZ, a. s."
"IT/IS Big Data Infrastructure Architect","https://www.jobs.cz/rpd/1623113931/?searchId=f38d0bf6-f865-4727-b238-c43956cd74b5&rps=233","Možnost občasné práce z domova","VALEO PRAHA"
"RedHat OpenShift - Kubernetes Administrator","https://www.jobs.cz/rpd/1619003048/?searchId=f38d0bf6-f865-4727-b238-c43956cd74b5&rps=233","Práce převážně z domova","Komerční banka, a.s."
"R&D IS Operation Leader","https://www.jobs.cz/rpd/1622091601/?searchId=f38d0bf6-f865-4727-b238-c43956cd74b5&rps=233","Možnost občasné práce z domova","VALEO PRAHA"
"remote QA Team Lead – San Francisco based tech startup","https://www.jobs.cz/rpd/1624349600/?searchId=f38d0bf6-f865-4727-b238-c43956cd74b5&rps=233","","Experis"
"RHEL Build Engineer (Senior)","https://www.jobs.cz/rpd/1571053257/?searchId=f38d0bf6-f865-4727-b238-c43956cd74b5&rps=233","Možnost občasné práce z domova","COMMERZBANK Aktiengesellschaft, pobočka Praha"
"Software Developer C/C++ na Linuxu - Praha (50 - 85.000)","https://www.jobs.cz/rpd/1623238622/?searchId=f38d0bf6-f865-4727-b238-c43956cd74b5&rps=233","","Jobs Contact Personal, s.r.o."
"Data analytik v oblasti marketingu","https://www.jobs.cz/rpd/1625823742/?searchId=f38d0bf6-f865-4727-b238-c43956cd74b5&rps=233","Práce převážně z domova","mBank"
"Risk Data Engineer (EU)","https://www.jobs.cz/rpd/1624308328/?searchId=f38d0bf6-f865-4727-b238-c43956cd74b5&rps=233","Možnost občasné práce z domova","Albert Česká republika, s.r.o."
"Data Analyst","https://www.jobs.cz/rpd/1612731431/?searchId=f38d0bf6-f865-4727-b238-c43956cd74b5&rps=233","Práce převážně z domova","W.A.G. payment solutions, a.s."
"Optical trainee v týmu Lidar sensorů","https://www.jobs.cz/rpd/1625783887/?searchId=f38d0bf6-f865-4727-b238-c43956cd74b5&rps=233","","VALEO PRAHA"
"Budujte bezpečnou budoucnost v IT security! (70-140 000 Kč)","https://www.jobs.cz/rpd/1625764800/?searchId=f38d0bf6-f865-4727-b238-c43956cd74b5&rps=233","Možnost občasné práce z domova","Jobs Contact Personal, s.r.o."
"DWH developer","https://www.jobs.cz/rpd/1625758767/?searchId=f38d0bf6-f865-4727-b238-c43956cd74b5&rps=233","Možnost občasné práce z domova","SAZKA a.s."
"Engineer for PKI and Cryptographic Services Team","https://www.jobs.cz/rpd/1623678893/?searchId=f38d0bf6-f865-4727-b238-c43956cd74b5&rps=233","Možnost občasné práce z domova","DHL Information Services (Europe) s.r.o."
"Data Processing and Automation-Development Engineer (f/m/d)","https://www.jobs.cz/rpd/1586619528/?searchId=f38d0bf6-f865-4727-b238-c43956cd74b5&rps=233","Možnost občasné práce z domova","Porsche Engineering Services, s.r.o."
"System Engineer pro Funkční tým","https://www.jobs.cz/rpd/1609594644/?searchId=f38d0bf6-f865-4727-b238-c43956cd74b5&rps=233","Práce převážně z domova","Komerční banka, a.s."
"Java Developer for DSL (f/m/d)","https://www.jobs.cz/rpd/1594719682/?searchId=f38d0bf6-f865-4727-b238-c43956cd74b5&rps=233","Možnost občasné práce z domova","Porsche Engineering Services, s.r.o."
"SW Engineer for AI Centre (m/f)","https://www.jobs.cz/rpd/1608564785/?searchId=f38d0bf6-f865-4727-b238-c43956cd74b5&rps=233","","O2 Czech Republic a.s."
"Software Developer for BMS (f/m/d)","https://www.jobs.cz/rpd/1573745213/?searchId=f38d0bf6-f865-4727-b238-c43956cd74b5&rps=233","Možnost občasné práce z domova","Porsche Engineering Services, s.r.o."
"Test Engineer for ADAS (f/m/d)","https://www.jobs.cz/rpd/1615355698/?searchId=f38d0bf6-f865-4727-b238-c43956cd74b5&rps=233","Možnost občasné práce z domova","Porsche Engineering Services, s.r.o."
"Simulation engineer ADAS and highly autom. driving (f/m/d)","https://www.jobs.cz/rpd/1615995764/?searchId=f38d0bf6-f865-4727-b238-c43956cd74b5&rps=233","Možnost občasné práce z domova","Porsche Engineering Services, s.r.o."
"Vývojář/ka uživatelského rozhraní systémových simulací (WPF)","https://www.jobs.cz/rpd/1623728633/?searchId=f38d0bf6-f865-4727-b238-c43956cd74b5&rps=233","Možnost občasné práce z domova","Siemens Mobility, s.r.o."
"Datový analytik pro Letiště Václava Havla","https://www.jobs.cz/rpd/1623936314/?searchId=f38d0bf6-f865-4727-b238-c43956cd74b5&rps=233","","Letiště Praha, a. s."
"Pracujte s daty v Komerční bance!","https://www.jobs.cz/rpd/1608416278/?searchId=2b865b4a-b1e1-47cc-94e9-20cc1a13f9f2&rps=233","","Komerční banka, a.s."
"Algorithmic Trader (M/F)","https://www.jobs.cz/rpd/1623480111/?searchId=2b865b4a-b1e1-47cc-94e9-20cc1a13f9f2&rps=233","","ČEZ, a. s."
"Unix-Linux Operation Specialist in Prague","https://www.jobs.cz/rpd/1625652943/?searchId=2b865b4a-b1e1-47cc-94e9-20cc1a13f9f2&rps=233","Práce převážně z domova","Aeven Czech Republic, s.r.o."
"Cloud infrastructure /automation /engineer with Google/Azure","https://www.jobs.cz/rpd/1623760712/?searchId=2b865b4a-b1e1-47cc-94e9-20cc1a13f9f2&rps=233","Možnost občasné práce z domova","COMMERZBANK Aktiengesellschaft, pobočka Praha"
"Cloud infrastructure engineer Crypto Services","https://www.jobs.cz/rpd/1623766309/?searchId=2b865b4a-b1e1-47cc-94e9-20cc1a13f9f2&rps=233","Možnost občasné práce z domova","COMMERZBANK Aktiengesellschaft, pobočka Praha"
"Middle/Senior C++ Developer","https://www.jobs.cz/rpd/1625611719/?searchId=2b865b4a-b1e1-47cc-94e9-20cc1a13f9f2&rps=233","","Veeam Software (Czech Republic) s.r.o."
"Administrator IS – IT Monitoring (m/ž) O2 ITS","https://www.jobs.cz/rpd/1606238405/?searchId=2b865b4a-b1e1-47cc-94e9-20cc1a13f9f2&rps=233","Možnost občasné práce z domova","O2 Czech Republic a.s."
"TESCO LABS - SOFTWARE DEVELOPMENT ENGINEER","https://www.jobs.cz/rpd/1625568437/?searchId=2b865b4a-b1e1-47cc-94e9-20cc1a13f9f2&rps=233","Možnost občasné práce z domova","Tesco Stores ČR a.s. - Centrála"
"Network Security Engineer","https://www.jobs.cz/rpd/1618355556/?searchId=2b865b4a-b1e1-47cc-94e9-20cc1a13f9f2&rps=233","Práce převážně z domova","Siemens s.r.o."
"Konzultant/vývojář modelů – tým Řízení kreditního rizika","https://www.jobs.cz/rpd/1558445017/?searchId=2b865b4a-b1e1-47cc-94e9-20cc1a13f9f2&rps=233","","EY"
"Informatik - DevOps/programátor","https://www.jobs.cz/rpd/1615686477/?searchId=2b865b4a-b1e1-47cc-94e9-20cc1a13f9f2&rps=233","Možnost občasné práce z domova","Pražská energetika, a.s."
"Data Scientist","https://www.jobs.cz/rpd/1622532344/?searchId=2b865b4a-b1e1-47cc-94e9-20cc1a13f9f2&rps=233","","Česká spořitelna, a.s."
"IT analytik/architekt","https://www.jobs.cz/rpd/1623256782/?searchId=2b865b4a-b1e1-47cc-94e9-20cc1a13f9f2&rps=233","Odpovězte teď a budete mezi prvními","OKsystem a.s."
"Principal Infrastructure Security Engineer","https://www.jobs.cz/rpd/1623324198/?searchId=2b865b4a-b1e1-47cc-94e9-20cc1a13f9f2&rps=233","Možnost občasné práce z domova","DHL Information Services (Europe) s.r.o."
"Robotizace a automatizace  –⁠ Associate Consultant","https://www.jobs.cz/rpd/1623629524/?searchId=2b865b4a-b1e1-47cc-94e9-20cc1a13f9f2&rps=233","Možnost občasné práce z domova","KPMG Česká republika, s.r.o."
"IT Administrátor/specialista pro provoz aplikací","https://www.jobs.cz/rpd/1625461825/?searchId=2b865b4a-b1e1-47cc-94e9-20cc1a13f9f2&rps=233","Práce převážně z domova","Generali Česká pojišťovna"
"R&D Test Automation Engineer (Vision Systems)","https://www.jobs.cz/rpd/1625428320/?searchId=2b865b4a-b1e1-47cc-94e9-20cc1a13f9f2&rps=233","Možnost občasné práce z domova","VALEO PRAHA"
"Analytik transformace trhů s energiemi","https://www.jobs.cz/rpd/1611992944/?searchId=2b865b4a-b1e1-47cc-94e9-20cc1a13f9f2&rps=233","","ČEPS, a.s."
"Banking – Konzultant/ka","https://www.jobs.cz/rpd/1594034739/?searchId=2b865b4a-b1e1-47cc-94e9-20cc1a13f9f2&rps=233","Možnost občasné práce z domova","KPMG Česká republika, s.r.o."
"Penetrační Tester/ka","https://www.jobs.cz/rpd/1625322742/?searchId=2b865b4a-b1e1-47cc-94e9-20cc1a13f9f2&rps=233","Práce převážně z domova","Generali Česká pojišťovna"
"SENIOR IT SECURITY SPECIALIST (nová banka)","https://www.jobs.cz/rpd/1625274965/?searchId=2b865b4a-b1e1-47cc-94e9-20cc1a13f9f2&rps=233","Možnost občasné práce z domova","LD Human Resources s.r.o."
"BUSINESS DATA ANALYST","https://www.jobs.cz/rpd/1625256338/?searchId=2b865b4a-b1e1-47cc-94e9-20cc1a13f9f2&rps=233","","BENU Česká republika s.r.o."
"AI Engineer for AI Centre (m/f)","https://www.jobs.cz/rpd/1577544736/?searchId=2b865b4a-b1e1-47cc-94e9-20cc1a13f9f2&rps=233","","O2 Czech Republic a.s."
"DATOVÝ ANALYTIK - Virtuální asistentka Kate","https://www.jobs.cz/rpd/1623347405/?searchId=2b865b4a-b1e1-47cc-94e9-20cc1a13f9f2&rps=233","Možnost občasné práce z domova","ČSOB Pojišťovna, a. s., člen holdingu ČSOB"
"Data Analyst (Agile Analytics tým) (JPO24507)","https://www.jobs.cz/rpd/1625139999/?searchId=2b865b4a-b1e1-47cc-94e9-20cc1a13f9f2&rps=233","Možnost občasné práce z domova","Alza.cz a.s."
"Data Mesh Engineer (m/ž)","https://www.jobs.cz/rpd/1618041657/?searchId=2b865b4a-b1e1-47cc-94e9-20cc1a13f9f2&rps=233","","T-Mobile Czech Republic a.s."
"Analytik strategie - senior","https://www.jobs.cz/rpd/1624999746/?searchId=2b865b4a-b1e1-47cc-94e9-20cc1a13f9f2&rps=233","","ČEPS, a.s."
"Software Engineer for Databases in Counterparty Risk","https://www.jobs.cz/rpd/1558611062/?searchId=2b865b4a-b1e1-47cc-94e9-20cc1a13f9f2&rps=233","Možnost občasné práce z domova","COMMERZBANK Aktiengesellschaft, pobočka Praha"
"Java Developer – Counterparty Risk Management","https://www.jobs.cz/rpd/1558849386/?searchId=2b865b4a-b1e1-47cc-94e9-20cc1a13f9f2&rps=233","Možnost občasné práce z domova","COMMERZBANK Aktiengesellschaft, pobočka Praha"
"Consultant - Financial Risk Modelling team","https://www.jobs.cz/rpd/1610476661/?searchId=2b865b4a-b1e1-47cc-94e9-20cc1a13f9f2&rps=233","","PricewaterhouseCoopers Česká republika, s.r.o."
"Application Support Analyst","https://www.jobs.cz/rpd/1610364902/?searchId=2b865b4a-b1e1-47cc-94e9-20cc1a13f9f2&rps=233","Možnost občasné práce z domova","BNP Paribas Cardif"
"DevOps Architect / Školitel(ka)","https://www.jobs.cz/rpd/1620192498/?searchId=2b865b4a-b1e1-47cc-94e9-20cc1a13f9f2&rps=233","Práce převážně z domova","Komerční banka, a.s."
"Senior Software Engineer - C++ development","https://www.jobs.cz/rpd/1600813966/?searchId=2b865b4a-b1e1-47cc-94e9-20cc1a13f9f2&rps=233","Možnost občasné práce z domova","GIT Consult Czech s.r.o."
"Insurance Advisory Manager","https://www.jobs.cz/rpd/1620635358/?searchId=2b865b4a-b1e1-47cc-94e9-20cc1a13f9f2&rps=233","Možnost občasné práce z domova","PricewaterhouseCoopers Česká republika, s.r.o."
